hcp_id,specialty,region,tier,years_practice,scripts_monthly,rep_visits,email_opens,webinar_att,clm_sessions,eng_score,script_lift_pct,rep_spend,email_spend,webinar_spend,clm_spend,total_spend,revenue,roi,days_since_eng,cluster,segment
HCP0180,Oncologist,North,Tier3,19,1,0,2,0,1,26.5,0.2,0.0,1.6,0.0,2.5,4.1,48.9,11.93,91,2,Lapsed
HCP0181,Oncologist,South,Tier3,24,2,0,4,0,0,38.5,0.3,0.0,2.8,0.0,0.0,2.8,102.0,36.43,93,0,Loyalists
HCP0182,Oncologist,West,Tier1,17,18,0,2,2,2,62.8,1.1,0.0,1.5,6.2,7.6,15.3,902.5,58.99,27,3,Champions
HCP0183,Cardiologist,North,Tier2,30,11,3,2,1,1,71.8,4.8,32.3,1.9,4.3,2.4,40.9,571.4,13.97,33,1,Risers
HCP0184,Pulmonologist,North,Tier3,9,0,0,0,0,1,10.0,-0.4,0.0,0.0,0.0,2.3,2.3,0.0,0.0,91,2,Lapsed
HCP0185,Oncologist,Central,Tier2,34,1,3,1,1,0,69.3,3.7,32.4,0.6,4.6,0.0,37.6,47.8,1.27,37,1,Risers
HCP0186,Internist,West,Tier3,13,2,3,0,0,0,38.3,1.9,27.7,0.0,0.0,0.0,27.7,106.4,3.84,91,2,Lapsed
HCP0187,Pulmonologist,North,Tier1,12,15,3,7,2,3,100.0,5.5,25.2,5.4,7.2,11.4,49.2,687.0,13.96,16,3,Champions
HCP0188,Internist,West,Tier1,11,14,4,4,2,1,100.0,1.6,36.4,3.9,8.9,3.8,53.0,749.8,14.15,27,1,Risers
HCP0189,Haematologist,South,Tier2,16,11,1,3,0,1,54.9,2.2,11.3,3.0,0.0,3.1,17.4,505.1,29.03,33,0,Loyalists
HCP0190,Oncologist,East,Tier1,15,16,2,3,2,0,74.5,1.3,23.8,1.9,9.2,0.0,34.9,853.5,24.46,22,1,Risers
HCP0191,Oncologist,North,Tier3,27,5,2,1,1,0,55.0,-5.0,20.0,0.9,4.4,0.0,25.3,243.0,9.6,99,0,Loyalists
HCP0192,Pulmonologist,Central,Tier3,4,0,1,0,0,0,15.8,-1.9,8.0,0.0,0.0,0.0,8.0,0.0,0.0,90,2,Lapsed
HCP0193,Cardiologist,South,Tier3,9,2,1,1,1,1,53.8,1.9,8.6,0.5,3.2,3.5,15.8,93.1,5.89,97,0,Loyalists
HCP0194,Internist,West,Tier2,23,9,1,2,1,0,56.9,1.8,9.3,1.0,4.4,0.0,14.7,411.0,27.96,41,0,Loyalists
HCP0195,Oncologist,South,Tier2,20,14,1,3,0,1,56.7,-1.7,10.3,2.2,0.0,3.3,15.8,660.2,41.78,44,0,Loyalists
HCP0196,Oncologist,North,Tier2,5,13,2,2,1,1,70.4,1.6,16.6,1.5,4.7,3.0,25.8,601.6,23.32,43,1,Risers
HCP0197,Internist,West,Tier2,13,2,2,0,1,0,53.6,1.8,23.5,0.0,3.1,0.0,26.6,96.2,3.62,34,2,Lapsed
HCP0198,Pulmonologist,East,Tier2,26,12,1,0,1,1,40.0,0.5,9.5,0.0,3.0,2.3,14.8,601.7,40.66,36,0,Loyalists
HCP0199,Pulmonologist,South,Tier2,21,7,1,1,1,1,40.5,2.2,11.7,0.6,3.7,2.6,18.6,356.2,19.15,37,0,Loyalists
HCP0200,Internist,North,Tier2,6,9,0,2,2,2,59.8,2.1,0.0,1.6,6.6,4.6,12.8,476.1,37.2,44,0,Loyalists
HCP0201,Internist,Central,Tier2,28,6,1,4,1,1,72.8,1.1,11.0,2.6,4.1,2.4,20.1,309.4,15.39,34,0,Loyalists
HCP0202,Oncologist,West,Tier3,34,2,0,1,0,0,12.1,-0.9,0.0,0.6,0.0,0.0,0.6,102.2,170.33,97,2,Lapsed
HCP0203,Oncologist,South,Tier3,35,2,0,2,0,0,10.4,2.4,0.0,1.4,0.0,0.0,1.4,98.2,70.14,99,2,Lapsed
HCP0204,Pulmonologist,South,Tier2,5,8,1,2,2,2,69.5,2.1,10.6,1.2,9.4,5.1,26.3,397.9,15.13,40,1,Risers
HCP0205,Internist,East,Tier2,11,7,2,1,2,0,60.3,-1.6,21.0,0.8,6.0,0.0,27.8,344.0,12.37,37,1,Risers
HCP0206,Oncologist,East,Tier3,10,1,1,0,0,1,27.7,0.8,10.2,0.0,0.0,3.2,13.4,53.4,3.99,98,2,Lapsed
HCP0207,Oncologist,Central,Tier1,35,31,1,4,3,1,96.3,-0.7,11.9,3.0,9.2,2.3,26.4,1466.3,55.54,15,3,Champions
HCP0208,Internist,Central,Tier3,8,3,1,2,0,1,41.7,-1.2,10.9,1.2,0.0,3.6,15.7,135.2,8.61,92,0,Loyalists
HCP0209,Oncologist,North,Tier3,6,2,0,0,0,0,0.0,-1.3,0.0,0.0,0.0,0.0,0.0,103.0,0.0,90,2,Lapsed
HCP0210,Oncologist,North,Tier2,15,7,2,2,2,1,88.7,1.5,23.0,1.8,6.4,2.5,33.7,329.2,9.77,33,1,Risers
HCP0211,Haematologist,Central,Tier2,4,7,3,2,2,0,79.6,2.3,26.6,1.1,8.4,0.0,36.1,377.3,10.45,44,1,Risers
HCP0212,Internist,Central,Tier2,7,6,3,2,1,1,89.5,0.7,25.0,1.5,3.9,3.9,34.3,321.5,9.37,44,1,Risers
HCP0213,Internist,West,Tier2,29,9,3,4,2,1,100.0,1.3,29.8,2.1,9.8,3.7,45.4,411.9,9.07,34,1,Risers
HCP0214,Oncologist,East,Tier1,34,19,2,3,0,2,80.4,0.2,20.1,2.4,0.0,6.8,29.3,875.2,29.87,24,3,Champions
HCP0215,Internist,North,Tier3,23,2,0,1,1,0,17.8,2.4,0.0,0.6,3.4,0.0,4.0,99.9,24.98,90,2,Lapsed
HCP0216,Oncologist,East,Tier1,10,19,2,1,1,3,79.3,-4.5,19.6,0.8,3.1,8.5,32.0,970.8,30.34,21,3,Champions
HCP0217,Oncologist,East,Tier2,10,8,2,0,0,2,50.3,0.2,20.6,0.0,0.0,6.2,26.8,382.0,14.25,31,0,Loyalists
HCP0218,Internist,Central,Tier3,5,1,1,0,0,0,12.6,3.4,10.1,0.0,0.0,0.0,10.1,52.2,5.17,90,2,Lapsed
HCP0219,Internist,West,Tier3,5,3,0,0,0,1,11.1,1.1,0.0,0.0,0.0,2.9,2.9,152.8,52.69,91,2,Lapsed
HCP0220,Pulmonologist,South,Tier2,24,6,2,3,0,1,71.9,3.7,20.9,2.4,0.0,3.2,26.5,289.5,10.92,44,0,Loyalists
HCP0221,Internist,West,Tier2,8,5,0,3,1,1,39.5,-3.3,0.0,2.1,4.2,2.7,9.0,226.3,25.14,42,0,Loyalists
HCP0222,Internist,West,Tier1,4,15,1,1,1,1,41.7,-1.7,8.6,1.0,4.1,3.6,17.3,787.5,45.52,18,0,Loyalists
HCP0223,Oncologist,East,Tier2,25,7,2,3,0,1,60.2,2.2,20.8,2.7,0.0,3.7,27.2,330.0,12.13,38,0,Loyalists
HCP0224,Haematologist,West,Tier1,4,27,1,1,2,2,66.5,4.2,10.4,0.6,7.8,5.3,24.1,1440.3,59.76,22,3,Champions
HCP0225,Oncologist,North,Tier2,19,10,3,1,1,1,74.3,-0.9,26.0,0.9,5.0,3.7,35.6,492.0,13.82,31,1,Risers
HCP0226,Oncologist,East,Tier3,25,3,0,0,0,0,3.9,-0.8,0.0,0.0,0.0,0.0,0.0,152.3,0.0,91,2,Lapsed
HCP0227,Cardiologist,North,Tier1,32,16,4,2,2,2,100.0,2.9,47.7,1.8,9.6,7.4,66.5,859.7,12.93,16,3,Champions
HCP0228,Haematologist,South,Tier3,10,4,0,0,1,0,13.5,-2.7,0.0,0.0,4.6,0.0,4.6,214.5,46.63,96,2,Lapsed
HCP0229,Pulmonologist,East,Tier3,24,2,1,1,1,0,37.0,1.7,8.9,0.6,3.2,0.0,12.7,97.4,7.67,100,2,Lapsed
HCP0230,Internist,South,Tier1,7,15,1,2,1,2,64.2,-4.4,8.7,1.7,3.5,6.6,20.5,706.3,34.45,16,3,Champions
HCP0231,Internist,East,Tier3,15,0,0,4,1,0,47.5,1.8,0.0,2.6,3.0,0.0,5.6,0.0,0.0,90,0,Loyalists
HCP0232,Haematologist,Central,Tier2,31,6,1,0,0,0,14.4,-1.7,10.4,0.0,0.0,0.0,10.4,296.0,28.46,43,2,Lapsed
HCP0233,Internist,West,Tier3,33,2,0,0,0,0,8.2,-0.9,0.0,0.0,0.0,0.0,0.0,93.8,0.0,103,2,Lapsed
HCP0234,Haematologist,Central,Tier2,18,3,2,0,1,1,64.7,2.2,16.7,0.0,3.9,2.6,23.2,162.1,6.99,43,0,Loyalists
HCP0235,Oncologist,South,Tier2,32,9,1,2,2,2,78.5,2.1,11.6,1.2,8.7,6.0,27.5,422.8,15.37,35,1,Risers
HCP0236,Internist,West,Tier2,18,12,3,0,0,1,56.1,1.0,28.7,0.0,0.0,2.9,31.6,543.1,17.19,32,0,Loyalists
HCP0237,Oncologist,East,Tier3,14,2,0,2,0,1,29.1,2.3,0.0,1.7,0.0,2.7,4.4,90.4,20.55,90,2,Lapsed
HCP0238,Oncologist,West,Tier3,19,2,0,1,0,0,2.5,-3.3,0.0,0.6,0.0,0.0,0.6,102.4,170.67,103,2,Lapsed
HCP0239,Internist,North,Tier2,18,10,3,2,2,1,95.9,2.1,28.7,1.1,6.2,3.5,39.5,516.2,13.07,42,1,Risers
HCP0240,Oncologist,West,Tier3,14,1,2,1,0,2,54.3,-0.6,22.9,0.6,0.0,7.4,30.9,48.1,1.56,93,0,Loyalists
HCP0241,Cardiologist,North,Tier2,10,5,1,1,0,1,35.5,2.4,11.7,0.7,0.0,3.9,16.3,241.0,14.79,42,2,Lapsed
HCP0242,Cardiologist,West,Tier1,22,14,2,2,2,1,76.4,2.8,18.4,1.5,7.2,2.5,29.6,677.5,22.89,14,1,Risers
HCP0243,Cardiologist,North,Tier1,5,12,1,2,2,2,73.3,2.6,11.5,1.0,7.0,6.9,26.4,621.6,23.55,14,3,Champions
HCP0244,Haematologist,South,Tier2,18,6,2,2,1,0,48.6,4.4,22.3,2.0,3.7,0.0,28.0,273.5,9.77,41,0,Loyalists
HCP0245,Oncologist,Central,Tier2,32,12,1,1,0,1,27.1,2.8,11.7,0.9,0.0,3.4,16.0,651.5,40.72,31,0,Loyalists
HCP0246,Cardiologist,East,Tier3,25,1,0,0,1,1,23.8,-0.0,0.0,0.0,4.0,3.0,7.0,47.2,6.74,99,2,Lapsed
HCP0247,Haematologist,West,Tier1,30,19,2,5,1,2,97.7,1.7,20.6,3.3,3.9,8.0,35.8,1044.9,29.19,21,3,Champions
HCP0248,Cardiologist,Central,Tier2,7,7,1,0,1,0,32.3,1.7,9.1,0.0,4.0,0.0,13.1,327.0,24.96,31,2,Lapsed
HCP0249,Cardiologist,East,Tier1,22,17,4,4,0,3,100.0,2.4,45.2,3.3,0.0,11.7,60.2,896.2,14.89,24,3,Champions
HCP0250,Pulmonologist,East,Tier3,3,1,1,2,0,0,33.3,2.0,8.0,1.1,0.0,0.0,9.1,47.2,5.19,91,2,Lapsed
HCP0251,Oncologist,North,Tier3,32,3,2,1,0,0,34.2,-3.7,20.5,0.6,0.0,0.0,21.1,137.4,6.51,104,2,Lapsed
HCP0252,Haematologist,South,Tier2,23,7,0,1,1,1,31.9,4.2,0.0,0.9,3.3,3.6,7.8,376.2,48.23,40,0,Loyalists
HCP0253,Pulmonologist,South,Tier3,22,2,1,0,0,0,7.3,0.4,9.3,0.0,0.0,0.0,9.3,107.2,11.53,100,2,Lapsed
HCP0254,Oncologist,Central,Tier1,8,24,0,3,2,2,65.7,-2.2,0.0,2.1,9.0,5.0,16.1,1176.9,73.1,23,3,Champions
HCP0255,Oncologist,South,Tier3,24,0,0,1,0,0,3.8,-1.7,0.0,0.9,0.0,0.0,0.9,0.0,0.0,99,2,Lapsed
HCP0256,Internist,West,Tier2,20,9,4,3,1,1,100.0,-2.3,41.7,2.5,4.3,2.0,50.5,455.1,9.01,37,1,Risers
HCP0257,Cardiologist,South,Tier3,10,1,0,3,1,0,38.3,-1.5,0.0,2.0,3.5,0.0,5.5,53.5,9.73,101,0,Loyalists
HCP0258,Internist,Central,Tier1,34,16,2,3,2,2,91.8,1.4,18.1,2.5,8.4,6.0,35.0,770.4,22.01,19,3,Champions
HCP0259,Internist,South,Tier2,35,7,4,1,2,1,100.0,4.9,40.3,0.5,8.3,3.1,52.2,351.7,6.74,41,1,Risers
HCP0260,Oncologist,West,Tier3,18,2,0,0,1,0,8.1,1.0,0.0,0.0,4.0,0.0,4.0,99.7,24.92,100,2,Lapsed
HCP0261,Internist,North,Tier2,14,5,3,3,1,1,95.8,2.1,24.1,2.2,4.1,3.8,34.2,242.7,7.1,33,1,Risers
HCP0262,Cardiologist,Central,Tier1,16,22,2,2,2,3,100.0,-0.7,20.5,1.8,8.0,7.0,37.3,1186.1,31.8,16,3,Champions
HCP0263,Oncologist,North,Tier1,35,19,2,1,1,3,72.8,-0.4,21.3,1.0,4.1,8.2,34.6,886.5,25.62,14,3,Champions
HCP0264,Haematologist,North,Tier2,25,10,3,3,1,1,95.1,0.2,31.1,2.9,4.4,2.8,41.2,465.0,11.29,40,1,Risers
HCP0265,Pulmonologist,North,Tier2,4,11,2,2,2,0,65.9,-0.1,21.9,1.9,6.4,0.0,30.2,558.5,18.49,32,1,Risers
HCP0266,Internist,East,Tier1,23,15,2,5,1,2,100.0,1.0,20.6,3.8,4.5,7.2,36.1,773.6,21.43,25,3,Champions
HCP0267,Internist,East,Tier2,4,7,0,2,0,0,16.2,-0.3,0.0,1.4,0.0,0.0,1.4,328.6,234.71,43,2,Lapsed
HCP0268,Internist,North,Tier1,29,22,4,1,1,3,100.0,1.2,33.9,0.7,3.1,9.4,47.1,1076.0,22.85,22,3,Champions
HCP0269,Haematologist,Central,Tier3,11,3,1,3,1,0,46.0,-0.4,10.4,2.5,5.0,0.0,17.9,163.4,9.13,94,0,Loyalists
HCP0270,Oncologist,West,Tier1,3,16,4,2,3,1,100.0,2.5,36.4,1.9,14.7,3.6,56.6,759.5,13.42,26,1,Risers
HCP0271,Pulmonologist,West,Tier2,13,9,0,1,1,1,24.1,-0.2,0.0,0.6,3.1,2.3,6.0,465.2,77.53,35,0,Loyalists
HCP0272,Pulmonologist,South,Tier1,5,11,3,2,2,1,88.8,-1.5,29.2,1.9,7.8,3.4,42.3,576.4,13.63,18,1,Risers
HCP0273,Pulmonologist,Central,Tier2,25,4,3,0,2,2,89.1,1.6,30.7,0.0,6.7,5.7,43.1,197.9,4.59,30,1,Risers
HCP0274,Cardiologist,East,Tier3,28,2,2,1,0,0,38.1,0.5,18.6,1.0,0.0,0.0,19.6,108.8,5.55,99,2,Lapsed
HCP0275,Haematologist,North,Tier2,6,11,1,1,0,0,8.8,-2.7,10.9,0.9,0.0,0.0,11.8,576.0,48.81,30,2,Lapsed
HCP0276,Haematologist,South,Tier1,20,10,3,2,2,1,100.0,0.5,31.7,1.3,9.8,3.0,45.8,495.8,10.83,17,1,Risers
HCP0277,Internist,West,Tier3,8,6,0,1,1,0,9.3,1.5,0.0,0.6,4.3,0.0,4.9,304.2,62.08,104,2,Lapsed
HCP0278,Internist,East,Tier3,24,0,0,2,1,0,27.3,-1.8,0.0,1.1,3.7,0.0,4.8,0.0,0.0,92,2,Lapsed
HCP0279,Internist,East,Tier1,17,17,2,4,1,2,100.0,-0.9,21.2,2.6,4.2,6.8,34.8,865.7,24.88,24,3,Champions
HCP0280,Internist,North,Tier3,24,0,0,0,0,0,11.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,2,Lapsed
HCP0281,Pulmonologist,West,Tier3,14,3,0,1,0,0,6.2,1.4,0.0,0.9,0.0,0.0,0.9,145.7,161.89,101,2,Lapsed
HCP0282,Oncologist,Central,Tier1,20,20,3,2,1,3,95.8,5.3,24.1,1.9,4.7,6.3,37.0,960.0,25.95,25,3,Champions
HCP0283,Haematologist,East,Tier3,32,0,0,0,0,1,16.5,1.4,0.0,0.0,0.0,3.7,3.7,0.0,0.0,96,2,Lapsed
HCP0284,Oncologist,North,Tier3,26,3,1,2,1,1,57.3,3.1,9.5,1.0,3.6,2.0,16.1,136.1,8.45,104,0,Loyalists
HCP0285,Internist,Central,Tier2,32,16,3,3,0,0,66.6,2.0,35.3,1.8,0.0,0.0,37.1,726.9,19.59,40,0,Loyalists
HCP0286,Oncologist,West,Tier1,16,18,1,2,3,1,73.9,-0.1,11.3,1.1,9.2,3.3,24.9,966.6,38.82,28,1,Risers
HCP0287,Haematologist,East,Tier1,8,20,3,2,1,1,79.4,2.8,31.1,1.4,4.6,2.6,39.7,1035.7,26.09,20,3,Champions
HCP0288,Haematologist,Central,Tier3,5,2,0,0,0,1,8.3,-0.1,0.0,0.0,0.0,2.5,2.5,103.2,41.28,104,2,Lapsed
HCP0289,Oncologist,Central,Tier3,18,3,1,1,0,2,44.6,1.4,8.8,0.5,0.0,4.0,13.3,153.4,11.53,97,0,Loyalists
HCP0290,Internist,Central,Tier2,9,10,0,1,1,2,37.2,-1.3,0.0,0.7,3.9,4.9,9.5,534.9,56.31,43,0,Loyalists
HCP0291,Oncologist,East,Tier2,16,7,0,5,0,0,37.8,1.7,0.0,2.9,0.0,0.0,2.9,348.6,120.21,39,0,Loyalists
HCP0292,Oncologist,East,Tier2,11,13,1,3,3,2,98.2,1.3,9.2,2.5,9.7,6.4,27.8,698.2,25.12,36,1,Risers
HCP0293,Pulmonologist,South,Tier2,17,3,0,2,2,1,42.6,1.3,0.0,1.5,9.4,2.3,13.2,145.8,11.05,39,0,Loyalists
HCP0294,Haematologist,West,Tier2,23,12,1,2,1,0,41.1,0.6,8.7,1.5,4.8,0.0,15.0,651.2,43.41,31,0,Loyalists
HCP0295,Oncologist,North,Tier1,4,24,1,5,1,1,68.6,0.8,11.9,3.6,4.9,3.2,23.6,1247.7,52.87,17,3,Champions
HCP0296,Haematologist,Central,Tier3,29,3,0,1,1,0,20.5,1.3,0.0,1.0,3.8,0.0,4.8,142.7,29.73,104,2,Lapsed
HCP0297,Internist,South,Tier2,4,8,1,1,1,1,35.3,-0.1,11.7,0.6,3.4,2.1,17.8,405.1,22.76,40,0,Loyalists
HCP0298,Oncologist,North,Tier3,20,1,0,1,0,0,12.5,-3.0,0.0,0.8,0.0,0.0,0.8,50.3,62.87,95,2,Lapsed
HCP0299,Internist,South,Tier2,16,4,1,3,1,1,54.4,-2.7,10.1,2.6,3.7,2.1,18.5,185.5,10.03,32,0,Loyalists
HCP0300,Oncologist,East,Tier1,22,30,5,3,3,2,100.0,3.1,54.5,2.3,10.1,7.0,73.9,1527.4,20.67,28,3,Champions
HCP0301,Oncologist,Central,Tier1,20,15,0,3,0,2,42.2,-0.2,0.0,2.9,0.0,5.3,8.2,722.2,88.07,16,0,Loyalists
HCP0302,Haematologist,North,Tier2,12,5,1,3,0,1,57.6,-2.6,10.5,2.1,0.0,3.6,16.2,227.6,14.05,44,0,Loyalists
HCP0303,Haematologist,North,Tier3,27,1,0,2,1,0,31.6,0.7,0.0,1.5,4.7,0.0,6.2,54.5,8.79,95,2,Lapsed
HCP0304,Internist,North,Tier1,4,14,5,5,1,2,100.0,2.5,46.0,2.7,3.1,5.8,57.6,719.8,12.5,14,3,Champions
HCP0305,Internist,North,Tier3,27,1,0,0,0,1,3.3,-0.9,0.0,0.0,0.0,3.0,3.0,53.8,17.93,103,2,Lapsed
HCP0306,Cardiologist,North,Tier2,35,7,1,2,1,0,41.0,1.3,10.0,1.3,4.5,0.0,15.8,362.3,22.93,30,0,Loyalists
HCP0307,Haematologist,South,Tier3,33,2,0,2,1,0,39.2,3.1,0.0,1.2,4.5,0.0,5.7,97.1,17.04,94,2,Lapsed
HCP0308,Oncologist,Central,Tier2,16,7,2,3,1,0,61.3,3.8,18.3,2.3,4.8,0.0,25.4,350.9,13.81,30,0,Loyalists
HCP0309,Internist,East,Tier3,3,3,0,1,2,0,27.3,0.8,0.0,0.8,8.9,0.0,9.7,155.3,16.01,99,2,Lapsed
HCP0310,Oncologist,East,Tier3,18,4,1,0,1,0,34.6,0.3,8.3,0.0,4.9,0.0,13.2,218.4,16.55,97,2,Lapsed
HCP0311,Haematologist,East,Tier2,5,13,3,3,0,2,90.0,1.9,24.6,2.5,0.0,5.8,32.9,618.0,18.78,31,3,Champions
HCP0312,Oncologist,East,Tier1,8,17,4,4,4,1,100.0,3.3,36.1,3.2,16.0,3.3,58.6,913.7,15.59,19,1,Risers
HCP0313,Oncologist,South,Tier3,27,0,1,0,0,1,21.4,-0.1,8.3,0.0,0.0,3.0,11.3,0.0,0.0,99,2,Lapsed
HCP0314,Cardiologist,West,Tier3,15,2,0,1,0,1,17.5,0.6,0.0,0.7,0.0,3.2,3.9,103.4,26.51,99,2,Lapsed
HCP0315,Pulmonologist,Central,Tier1,10,19,3,2,2,3,100.0,-1.2,33.8,1.7,7.0,9.3,51.8,1031.9,19.92,18,3,Champions
HCP0316,Internist,North,Tier3,23,2,0,1,0,0,7.3,0.3,0.0,0.8,0.0,0.0,0.8,98.0,122.5,99,2,Lapsed
HCP0317,Haematologist,West,Tier3,6,3,1,0,0,1,30.6,1.4,10.6,0.0,0.0,3.4,14.0,163.6,11.69,101,2,Lapsed
HCP0318,Oncologist,East,Tier3,27,1,0,1,0,0,9.9,-0.8,0.0,0.7,0.0,0.0,0.7,52.0,74.29,101,2,Lapsed
HCP0319,Oncologist,West,Tier3,17,1,0,1,0,0,2.8,-0.0,0.0,0.8,0.0,0.0,0.8,45.4,56.75,93,2,Lapsed
HCP0320,Oncologist,Central,Tier3,6,2,0,1,1,0,19.9,-1.9,0.0,1.0,4.8,0.0,5.8,108.1,18.64,90,2,Lapsed
HCP0321,Haematologist,North,Tier2,14,9,1,2,1,0,47.9,-1.7,9.2,1.7,3.0,0.0,13.9,448.6,32.27,43,0,Loyalists
HCP0322,Internist,North,Tier2,34,7,1,3,4,1,100.0,2.1,10.1,1.6,17.9,2.8,32.4,347.2,10.72,43,1,Risers
HCP0323,Internist,Central,Tier2,34,3,1,1,0,1,32.8,-0.9,9.5,0.7,0.0,3.5,13.7,152.0,11.09,32,2,Lapsed
HCP0324,Oncologist,Central,Tier3,30,1,0,0,0,0,0.0,-3.6,0.0,0.0,0.0,0.0,0.0,46.5,0.0,102,2,Lapsed
HCP0325,Cardiologist,East,Tier3,15,2,2,2,0,0,37.0,-1.3,16.9,1.1,0.0,0.0,18.0,99.4,5.52,101,2,Lapsed
HCP0326,Internist,North,Tier2,33,5,0,1,0,1,10.1,-1.7,0.0,1.0,0.0,3.8,4.8,266.6,55.54,33,2,Lapsed
HCP0327,Internist,West,Tier3,16,4,2,3,0,0,51.4,2.6,19.4,2.9,0.0,0.0,22.3,180.6,8.1,91,0,Loyalists
HCP0328,Internist,South,Tier3,22,2,0,2,1,1,36.1,1.0,0.0,1.1,3.0,3.5,7.6,95.5,12.57,101,0,Loyalists
HCP0329,Haematologist,South,Tier2,20,6,3,2,2,0,77.6,-0.1,32.5,1.9,9.9,0.0,44.3,270.1,6.1,31,1,Risers
HCP0330,Oncologist,Central,Tier2,31,7,2,5,3,0,100.0,0.8,18.9,3.4,14.3,0.0,36.6,344.1,9.4,31,1,Risers
HCP0331,Haematologist,East,Tier2,8,6,1,0,0,1,18.7,3.0,11.3,0.0,0.0,2.1,13.4,313.7,23.41,40,2,Lapsed
HCP0332,Internist,South,Tier1,34,12,2,2,3,1,85.1,3.5,19.6,1.4,13.0,3.2,37.2,635.9,17.09,14,1,Risers
HCP0333,Oncologist,North,Tier2,31,8,0,2,1,1,38.4,-1.6,0.0,1.4,3.7,2.9,8.0,435.6,54.45,39,0,Loyalists
HCP0334,Oncologist,Central,Tier1,4,20,3,2,0,1,75.9,3.6,25.3,1.6,0.0,2.7,29.6,1021.7,34.52,15,3,Champions
HCP0335,Oncologist,West,Tier1,25,26,2,5,3,3,100.0,2.1,22.8,4.4,10.7,6.5,44.4,1236.2,27.84,19,3,Champions
HCP0336,Oncologist,Central,Tier2,21,5,1,0,1,1,39.9,2.2,10.9,0.0,4.1,3.1,18.1,271.2,14.98,32,2,Lapsed
HCP0337,Pulmonologist,West,Tier2,33,8,4,2,0,0,83.9,1.2,35.4,1.6,0.0,0.0,37.0,422.0,11.41,39,1,Risers
HCP0338,Internist,Central,Tier1,7,24,1,3,1,1,54.9,3.4,8.6,1.8,4.8,2.2,17.4,1217.9,69.99,18,3,Champions
HCP0339,Haematologist,Central,Tier3,21,1,0,1,0,1,28.8,-2.1,0.0,0.7,0.0,3.2,3.9,52.0,13.33,90,2,Lapsed
HCP0340,Oncologist,Central,Tier2,12,7,0,1,1,0,10.7,-0.2,0.0,0.7,3.4,0.0,4.1,379.7,92.61,37,2,Lapsed
HCP0341,Haematologist,West,Tier3,27,0,0,1,0,0,5.5,2.6,0.0,0.7,0.0,0.0,0.7,0.0,0.0,102,2,Lapsed
HCP0342,Haematologist,West,Tier3,4,1,0,2,2,1,52.8,-4.0,0.0,1.3,9.1,3.8,14.2,48.7,3.43,93,0,Loyalists
HCP0343,Oncologist,Central,Tier1,13,16,4,2,0,2,88.0,1.6,32.5,1.1,0.0,5.6,39.2,834.1,21.28,22,3,Champions
HCP0344,Haematologist,South,Tier2,33,6,1,3,1,1,56.4,0.3,9.6,1.7,3.5,3.9,18.7,272.4,14.57,33,0,Loyalists
HCP0345,Haematologist,East,Tier1,17,19,3,3,2,0,87.6,3.1,30.9,1.6,6.0,0.0,38.5,928.4,24.11,27,1,Risers
HCP0346,Internist,East,Tier2,11,12,2,3,1,0,64.4,3.4,23.6,2.2,4.5,0.0,30.3,588.8,19.43,44,1,Risers
HCP0347,Internist,East,Tier2,25,4,5,3,0,1,100.0,3.5,50.3,2.9,0.0,2.3,55.5,186.7,3.36,44,1,Risers
HCP0348,Oncologist,West,Tier2,21,9,3,1,1,0,65.1,1.7,33.8,0.6,4.6,0.0,39.0,407.1,10.44,44,1,Risers
HCP0349,Haematologist,West,Tier2,11,9,4,2,2,1,100.0,2.1,40.8,1.9,7.8,2.8,53.3,417.0,7.82,31,1,Risers
HCP0350,Internist,South,Tier2,23,12,2,3,2,1,73.6,0.9,16.3,2.6,9.6,3.2,31.7,618.6,19.51,32,1,Risers
HCP0351,Haematologist,East,Tier1,11,22,1,3,2,1,75.3,1.7,9.3,2.5,7.6,3.2,22.6,1166.5,51.62,18,3,Champions
HCP0352,Pulmonologist,East,Tier2,30,6,1,4,2,2,95.0,4.4,10.3,3.3,8.1,7.0,28.7,329.3,11.47,41,1,Risers
HCP0353,Internist,Central,Tier2,9,5,2,2,1,2,69.5,-0.4,23.6,1.8,4.0,6.0,35.4,242.3,6.84,39,0,Loyalists
HCP0354,Oncologist,West,Tier2,18,9,1,1,2,1,56.7,0.1,11.4,0.6,7.8,2.2,22.0,458.9,20.86,44,0,Loyalists
HCP0355,Oncologist,East,Tier2,18,7,2,2,0,0,47.0,0.7,17.8,1.5,0.0,0.0,19.3,380.6,19.72,42,0,Loyalists
HCP0356,Internist,South,Tier3,35,3,0,3,0,0,28.8,2.5,0.0,2.5,0.0,0.0,2.5,140.0,56.0,102,2,Lapsed
HCP0357,Oncologist,South,Tier1,6,16,4,2,1,1,94.4,2.2,35.2,1.6,3.6,3.9,44.3,834.8,18.84,27,3,Champions
HCP0358,Internist,East,Tier2,6,6,0,3,1,0,31.6,2.6,0.0,2.7,3.5,0.0,6.2,315.3,50.85,35,0,Loyalists
HCP0359,Cardiologist,West,Tier2,19,11,1,3,0,3,66.7,3.1,11.4,1.6,0.0,11.7,24.7,504.8,20.44,36,3,Champions
HCP0360,Internist,South,Tier2,31,8,3,1,3,0,95.4,2.8,33.3,0.8,12.5,0.0,46.6,428.9,9.2,33,1,Risers
